"FIPS","State","Year","Month","Employable Population","Employed","Unemployed"
"47","Tennessee","1994","05","2,642,091   ","2,512,841   ","129,250   "
"48","Texas","1994","05","9,371,442   ","8,746,267   ","625,175   "
"49","Utah","1994","05","988,022   ","950,968   ","37,054   "
"50","Vermont","1994","05","315,274   ","300,660   ","14,614   "
"51","Virginia","1994","05","3,410,327   ","3,239,865   ","170,462   "
"53","Washington","1994","05","2,720,619   ","2,539,306   ","181,313   "
"54","West Virginia","1994","05","782,607   ","710,935   ","71,672   "
"55","Wisconsin","1994","05","2,818,502   ","2,688,151   ","130,351   "
"56","Wyoming","1994","05","249,934   ","237,173   ","12,761   "
"01","Alabama","1994","06","2,016,484   ","1,894,454   ","122,030   "
"02","Alaska","1994","06","302,444   ","279,176   ","23,268   "
"04","Arizona","1994","06","2,095,934   ","1,963,668   ","132,266   "
"05","Arkansas","1994","06","1,218,020   ","1,151,585   ","66,435   "
"06","California","1994","06","15,240,009   ","13,917,365   ","1,322,644   "
"08","Colorado","1994","06","2,031,107   ","1,943,763   ","87,344   "
"09","Connecticut","1994","06","1,754,833   ","1,656,956   ","97,877   "
"10","Delaware","1994","06","385,544   ","366,564   ","18,980   "
"11","District of Columbia","1994","06","312,003   ","287,496   ","24,507   "
"12","Florida","1994","06","6,926,352   ","6,473,911   ","452,441   "
"13","Georgia","1994","06","3,581,473   ","3,393,738   ","187,735   "
"15","Hawaii","1994","06","584,364   ","551,513   ","32,851   "
"16","Idaho","1994","06","587,725   ","556,461   ","31,264   "
"17","Illinois","1994","06","6,093,077   ","5,744,841   ","348,236   "
"18","Indiana","1994","06","3,046,306   ","2,897,639   ","148,667   "
"19","Iowa","1994","06","1,576,740   ","1,522,540   ","54,200   "
"20","Kansas","1994","06","1,347,501   ","1,282,551   ","64,950   "
"21","Kentucky","1994","06","1,821,308   ","1,723,548   ","97,760   "
"22","Louisiana","1994","06","1,936,554   ","1,784,180   ","152,374   "
"23","Maine","1994","06","619,779   ","575,555   ","44,224   "
"24","Maryland","1994","06","2,676,077   ","2,535,580   ","140,497   "
"25","Massachusetts","1994","06","3,193,210   ","3,000,287   ","192,923   "
"26","Michigan","1994","06","4,795,139   ","4,509,746   ","285,393   "
"27","Minnesota","1994","06","2,549,142   ","2,448,709   ","100,433   "
"28","Mississippi","1994","06","1,248,788   ","1,170,534   ","78,254   "
"29","Missouri","1994","06","2,745,188   ","2,611,935   ","133,253   "
"30","Montana","1994","06","431,564   ","409,503   ","22,061   "
"31","Nebraska","1994","06","885,019   ","862,060   ","22,959   "
"32","Nevada","1994","06","810,660   ","760,672   ","49,988   "
"33","New Hampshire","1994","06","624,461   ","594,850   ","29,611   "
"34","New Jersey","1994","06","4,045,887   ","3,768,475   ","277,412   "
"35","New Mexico","1994","06","779,360   ","729,183   ","50,177   "
"36","New York","1994","06","8,659,424   ","8,052,845   ","606,579   "
"37","North Carolina","1994","06","3,671,478   ","3,510,712   ","160,766   "
"38","North Dakota","1994","06","337,648   ","325,222   ","12,426   "
"39","Ohio","1994","06","5,542,982   ","5,221,697   ","321,285   "
"40","Oklahoma","1994","06","1,544,582   ","1,457,018   ","87,564   "
"41","Oregon","1994","06","1,646,239   ","1,557,072   ","89,167   "
"42","Pennsylvania","1994","06","5,890,851   ","5,518,433   ","372,418   "
"44","Rhode Island","1994","06","513,934   ","478,393   ","35,541   "
"45","South Carolina","1994","06","1,840,283   ","1,724,195   ","116,088   "
"46","South Dakota","1994","06","378,032   ","365,651   ","12,381   "
"47","Tennessee","1994","06","2,650,141   ","2,521,860   ","128,281   "
"48","Texas","1994","06","9,382,844   ","8,766,113   ","616,731   "
"49","Utah","1994","06","991,218   ","953,806   ","37,412   "
"50","Vermont","1994","06","315,433   ","300,907   ","14,526   "
"51","Virginia","1994","06","3,414,821   ","3,246,997   ","167,824   "
"53","Washington","1994","06","2,722,653   ","2,544,767   ","177,886   "
"54","West Virginia","1994","06","782,618   ","712,827   ","69,791   "
"55","Wisconsin","1994","06","2,821,970   ","2,693,759   ","128,211   "
"56","Wyoming","1994","06","250,466   ","237,942   ","12,524   "
"01","Alabama","1994","07","2,021,986   ","1,900,507   ","121,479   "
"02","Alaska","1994","07","302,742   ","279,706   ","23,036   "
"04","Arizona","1994","07","2,108,495   ","1,975,290   ","133,205   "
"05","Arkansas","1994","07","1,222,154   ","1,156,451   ","65,703   "
"06","California","1994","07","15,237,155   ","13,931,605   ","1,305,550   "
"08","Colorado","1994","07","2,042,303   ","1,957,208   ","85,095   "
"09","Connecticut","1994","07","1,754,127   ","1,655,723   ","98,404   "
"10","Delaware","1994","07","385,441   ","367,161   ","18,280   "
"11","District of Columbia","1994","07","311,761   ","287,547   ","24,214   "
"12","Florida","1994","07","6,943,167   ","6,497,563   ","445,604   "
"13","Georgia","1994","07","3,588,980   ","3,405,726   ","183,254   "
"15","Hawaii","1994","07","584,337   ","551,269   ","33,068   "
"16","Idaho","1994","07","588,865   ","557,274   ","31,591   "
"17","Illinois","1994","07","6,099,941   ","5,756,268   ","343,673   "
"18","Indiana","1994","07","3,060,290   ","2,910,901   ","149,389   "
"19","Iowa","1994","07","1,579,280   ","1,525,347   ","53,933   "
"20","Kansas","1994","07","1,347,241   ","1,282,396   ","64,845   "
"21","Kentucky","1994","07","1,825,509   ","1,727,955   ","97,554   "
"22","Louisiana","1994","07","1,941,537   ","1,789,853   ","151,684   "
"23","Maine","1994","07","619,541   ","575,628   ","43,913   "
"24","Maryland","1994","07","2,679,541   ","2,540,592   ","138,949   "
"25","Massachusetts","1994","07","3,197,602   ","3,006,463   ","191,139   "
"26","Michigan","1994","07","4,801,740   ","4,522,658   ","279,082   "
"27","Minnesota","1994","07","2,553,450   ","2,453,500   ","99,950   "
"28","Mississippi","1994","07","1,251,899   ","1,174,405   ","77,494   "
"29","Missouri","1994","07","2,760,339   ","2,627,512   ","132,827   "
"30","Montana","1994","07","433,164   ","410,996   ","22,168   "
"31","Nebraska","1994","07","886,389   ","863,533   ","22,856   "
"32","Nevada","1994","07","812,969   ","763,159   ","49,810   "
"33","New Hampshire","1994","07","625,269   ","596,248   ","29,021   "
"34","New Jersey","1994","07","4,055,447   ","3,780,228   ","275,219   "
"35","New Mexico","1994","07","781,280   ","731,005   ","50,275   "
"36","New York","1994","07","8,654,246   ","8,059,480   ","594,766   "
"37","North Carolina","1994","07","3,683,785   ","3,521,343   ","162,442   "
"38","North Dakota","1994","07","338,046   ","325,757   ","12,289   "
"39","Ohio","1994","07","5,541,695   ","5,229,780   ","311,915   "
"40","Oklahoma","1994","07","1,545,307   ","1,459,429   ","85,878   "
"41","Oregon","1994","07","1,650,145   ","1,562,961   ","87,184   "
"42","Pennsylvania","1994","07","5,891,537   ","5,522,587   ","368,950   "
"44","Rhode Island","1994","07","513,148   ","478,007   ","35,141   "
"45","South Carolina","1994","07","1,840,473   ","1,727,658   ","112,815   "
"46","South Dakota","1994","07","378,996   ","366,554   ","12,442   "
"47","Tennessee","1994","07","2,660,308   ","2,532,609   ","127,699   "
"48","Texas","1994","07","9,398,705   ","8,790,544   ","608,161   "
"49","Utah","1994","07","994,097   ","956,310   ","37,787   "
"50","Vermont","1994","07","315,568   ","301,142   ","14,426   "
"51","Virginia","1994","07","3,422,597   ","3,257,130   ","165,467   "
"53","Washington","1994","07","2,728,736   ","2,553,368   ","175,368   "
"54","West Virginia","1994","07","782,718   ","714,715   ","68,003   "
"55","Wisconsin","1994","07","2,827,568   ","2,700,737   ","126,831   "
"56","Wyoming","1994","07","250,985   ","238,704   ","12,281   "
"01","Alabama","1994","08","2,029,140   ","1,907,323   ","121,817   "
"02","Alaska","1994","08","303,026   ","280,243   ","22,783   "
"04","Arizona","1994","08","2,121,816   ","1,988,510   ","133,306   "
"05","Arkansas","1994","08","1,225,654   ","1,160,938   ","64,716   "
"06","California","1994","08","15,240,365   ","13,951,800   ","1,288,565   "
"08","Colorado","1994","08","2,054,339   ","1,971,234   ","83,105   "
"09","Connecticut","1994","08","1,753,620   ","1,654,707   ","98,913   "
"10","Delaware","1994","08","385,242   ","367,640   ","17,602   "
"11","District of Columbia","1994","08","311,074   ","287,071   ","24,003   "
"12","Florida","1994","08","6,964,069   ","6,524,669   ","439,400   "
"13","Georgia","1994","08","3,599,244   ","3,419,359   ","179,885   "
"15","Hawaii","1994","08","584,564   ","551,398   ","33,166   "
"16","Idaho","1994","08","589,870   ","557,899   ","31,971   "
"17","Illinois","1994","08","6,108,875   ","5,768,247   ","340,628   "
"18","Indiana","1994","08","3,076,833   ","2,926,870   ","149,963   "
"19","Iowa","1994","08","1,582,093   ","1,527,987   ","54,106   "
"20","Kansas","1994","08","1,347,650   ","1,282,471   ","65,179   "
"21","Kentucky","1994","08","1,830,539   ","1,732,925   ","97,614   "
"22","Louisiana","1994","08","1,947,614   ","1,796,344   ","151,270   "
"23","Maine","1994","08","619,761   ","576,362   ","43,399   "
"24","Maryland","1994","08","2,683,941   ","2,546,041   ","137,900   "
"25","Massachusetts","1994","08","3,203,481   ","3,013,604   ","189,877   "
"26","Michigan","1994","08","4,810,144   ","4,536,378   ","273,766   "
"27","Minnesota","1994","08","2,558,919   ","2,458,543   ","100,376   "
"28","Mississippi","1994","08","1,254,538   ","1,177,399   ","77,139   "
"29","Missouri","1994","08","2,779,832   ","2,645,630   ","134,202   "
"30","Montana","1994","08","434,602   ","412,266   ","22,336   "
"31","Nebraska","1994","08","888,097   ","865,094   ","23,003   "
"32","Nevada","1994","08","815,468   ","765,742   ","49,726   "
"33","New Hampshire","1994","08","626,099   ","597,644   ","28,455   "
"34","New Jersey","1994","08","4,066,666   ","3,793,101   ","273,565   "
"35","New Mexico","1994","08","783,599   ","733,126   ","50,473   "
"36","New York","1994","08","8,654,979   ","8,071,359   ","583,620   "
"37","North Carolina","1994","08","3,698,107   ","3,534,171   ","163,936   "
"38","North Dakota","1994","08","338,233   ","326,045   ","12,188   "
"39","Ohio","1994","08","5,542,992   ","5,242,222   ","300,770   "
"40","Oklahoma","1994","08","1,547,277   ","1,462,891   ","84,386   "
"41","Oregon","1994","08","1,653,462   ","1,567,959   ","85,503   "
"42","Pennsylvania","1994","08","5,892,666   ","5,527,251   ","365,415   "
"44","Rhode Island","1994","08","512,403   ","477,689   ","34,714   "
"45","South Carolina","1994","08","1,841,698   ","1,731,720   ","109,978   "
"46","South Dakota","1994","08","379,892   ","367,395   ","12,497   "
"47","Tennessee","1994","08","2,672,412   ","2,544,994   ","127,418   "
"48","Texas","1994","08","9,418,583   ","8,818,901   ","599,682   "
"49","Utah","1994","08","996,620   ","958,431   ","38,189   "
"50","Vermont","1994","08","315,733   ","301,455   ","14,278   "
"51","Virginia","1994","08","3,433,267   ","3,269,598   ","163,669   "
"53","Washington","1994","08","2,737,861   ","2,564,015   ","173,846   "
"54","West Virginia","1994","08","782,863   ","716,471   ","66,392   "
"55","Wisconsin","1994","08","2,834,356   ","2,708,805   ","125,551   "
"56","Wyoming","1994","08","251,504   ","239,444   ","12,060   "
"01","Alabama","1994","09","2,036,731   ","1,914,325   ","122,406   "
"02","Alaska","1994","09","303,264   ","280,702   ","22,562   "
"04","Arizona","1994","09","2,135,426   ","2,003,240   ","132,186   "
"05","Arkansas","1994","09","1,228,688   ","1,165,036   ","63,652   "
"06","California","1994","09","15,244,859   ","13,975,746   ","1,269,113   "
"08","Colorado","1994","09","2,066,291   ","1,984,891   ","81,400   "
"09","Connecticut","1994","09","1,752,995   ","1,653,851   ","99,144   "
"10","Delaware","1994","09","385,043   ","368,062   ","16,981   "
"11","District of Columbia","1994","09","310,069   ","286,163   ","23,906   "
"12","Florida","1994","09","6,985,415   ","6,552,643   ","432,772   "
"13","Georgia","1994","09","3,610,092   ","3,433,518   ","176,574   "
"15","Hawaii","1994","09","584,865   ","551,797   ","33,068   "
"16","Idaho","1994","09","590,837   ","558,518   ","32,319   "
"17","Illinois","1994","09","6,117,223   ","5,781,134   ","336,089   "
"18","Indiana","1994","09","3,093,353   ","2,944,368   ","148,985   "
"19","Iowa","1994","09","1,584,553   ","1,530,164   ","54,389   "
"20","Kansas","1994","09","1,348,732   ","1,282,969   ","65,763   "
"21","Kentucky","1994","09","1,835,729   ","1,738,196   ","97,533   "
"22","Louisiana","1994","09","1,953,467   ","1,802,851   ","150,616   "
"23","Maine","1994","09","620,460   ","577,758   ","42,702   "
"24","Maryland","1994","09","2,688,802   ","2,551,767   ","137,035   "
"25","Massachusetts","1994","09","3,209,560   ","3,020,877   ","188,683   "
"26","Michigan","1994","09","4,816,585   ","4,548,733   ","267,852   "
"27","Minnesota","1994","09","2,565,028   ","2,463,986   ","101,042   "
"28","Mississippi","1994","09","1,256,446   ","1,179,396   ","77,050   "
"29","Missouri","1994","09","2,800,867   ","2,664,480   ","136,387   "
"30","Montana","1994","09","435,868   ","413,262   ","22,606   "
"31","Nebraska","1994","09","890,008   ","866,745   ","23,263   "
"32","Nevada","1994","09","817,886   ","768,224   ","49,662   "
"33","New Hampshire","1994","09","626,794   ","598,899   ","27,895   "
"34","New Jersey","1994","09","4,077,636   ","3,805,690   ","271,946   "
"35","New Mexico","1994","09","786,080   ","735,419   ","50,661   "
"36","New York","1994","09","8,658,712   ","8,086,242   ","572,470   "
"37","North Carolina","1994","09","3,712,111   ","3,548,251   ","163,860   "
"38","North Dakota","1994","09","338,186   ","326,062   ","12,124   "
"39","Ohio","1994","09","5,545,416   ","5,257,568   ","287,848   "
"40","Oklahoma","1994","09","1,549,869   ","1,466,964   ","82,905   "
"41","Oregon","1994","09","1,655,792   ","1,571,824   ","83,968   "
"42","Pennsylvania","1994","09","5,893,905   ","5,532,511   ","361,394   "
"44","Rhode Island","1994","09","511,816   ","477,520   ","34,296   "
"45","South Carolina","1994","09","1,843,410   ","1,736,031   ","107,379   "
"46","South Dakota","1994","09","380,760   ","368,246   ","12,514   "
"47","Tennessee","1994","09","2,685,014   ","2,558,079   ","126,935   "
"48","Texas","1994","09","9,439,746   ","8,849,295   ","590,451   "
"49","Utah","1994","09","998,790   ","960,221   ","38,569   "
"50","Vermont","1994","09","315,978   ","301,892   ","14,086   "
"51","Virginia","1994","09","3,445,238   ","3,283,243   ","161,995   "
"53","Washington","1994","09","2,748,428   ","2,575,300   ","173,128   "
"54","West Virginia","1994","09","782,883   ","717,993   ","64,890   "
"55","Wisconsin","1994","09","2,840,897   ","2,717,491   ","123,406   "
"56","Wyoming","1994","09","252,046   ","240,146   ","11,900   "
"01","Alabama","1994","10","2,043,615   ","1,921,001   ","122,614   "
"02","Alaska","1994","10","303,421   ","281,008   ","22,413   "
"04","Arizona","1994","10","2,148,679   ","2,018,930   ","129,749   "
"05","Arkansas","1994","10","1,231,560   ","1,168,936   ","62,624   "
"06","California","1994","10","15,245,724   ","14,001,208   ","1,244,516   "
"08","Colorado","1994","10","2,077,183   ","1,997,342   ","79,841   "
"09","Connecticut","1994","10","1,752,169   ","1,653,215   ","98,954   "
"10","Delaware","1994","10","384,926   ","368,511   ","16,415   "
"11","District of Columbia","1994","10","308,892   ","284,956   ","23,936   "
"12","Florida","1994","10","7,003,963   ","6,580,107   ","423,856   "
"13","Georgia","1994","10","3,619,547   ","3,447,464   ","172,083   "
"15","Hawaii","1994","10","585,074   ","552,335   ","32,739   "
"16","Idaho","1994","10","591,879   ","559,320   ","32,559   "
"17","Illinois","1994","10","6,123,827   ","5,796,007   ","327,820   "
"18","Indiana","1994","10","3,107,720   ","2,961,943   ","145,777   "
"19","Iowa","1994","10","1,586,209   ","1,531,821   ","54,388   "
"20","Kansas","1994","10","1,350,185   ","1,284,058   ","66,127   "
"21","Kentucky","1994","10","1,840,312   ","1,743,432   ","96,880   "
"22","Louisiana","1994","10","1,958,029   ","1,808,801   ","149,228   "
"23","Maine","1994","10","621,571   ","579,722   ","41,849   "
"24","Maryland","1994","10","2,693,351   ","2,557,658   ","135,693   "
"25","Massachusetts","1994","10","3,214,574   ","3,027,616   ","186,958   "
"26","Michigan","1994","10","4,818,959   ","4,558,367   ","260,592   "
"27","Minnesota","1994","10","2,571,084   ","2,469,877   ","101,207   "
"28","Mississippi","1994","10","1,257,482   ","1,180,679   ","76,803   "
"29","Missouri","1994","10","2,820,601   ","2,682,504   ","138,097   "
"30","Montana","1994","10","437,067   ","414,068   ","22,999   "
"31","Nebraska","1994","10","891,857   ","868,490   ","23,367   "
"32","Nevada","1994","10","820,080   ","770,566   ","49,514   "
"33","New Hampshire","1994","10","627,303   ","599,950   ","27,353   "
"34","New Jersey","1994","10","4,086,681   ","3,817,412   ","269,269   "
"35","New Mexico","1994","10","788,590   ","737,867   ","50,723   "
"36","New York","1994","10","8,662,816   ","8,102,511   ","560,305   "
"37","North Carolina","1994","10","3,723,791   ","3,562,512   ","161,279   "
"38","North Dakota","1994","10","337,927   ","325,864   ","12,063   "
"39","Ohio","1994","10","5,547,166   ","5,273,969   ","273,197   "
"40","Oklahoma","1994","10","1,552,435   ","1,471,257   ","81,178   "
"41","Oregon","1994","10","1,657,124   ","1,574,818   ","82,306   "
"42","Pennsylvania","1994","10","5,894,902   ","5,538,803   ","356,099   "
"44","Rhode Island","1994","10","511,496   ","477,554   ","33,942   "
"45","South Carolina","1994","10","1,844,739   ","1,740,227   ","104,512   "
"46","South Dakota","1994","10","381,624   ","369,194   ","12,430   "
"47","Tennessee","1994","10","2,696,428   ","2,570,916   ","125,512   "
"48","Texas","1994","10","9,459,029   ","8,880,061   ","578,968   "
"49","Utah","1994","10","1,000,630   ","961,853   ","38,777   "
"50","Vermont","1994","10","316,334   ","302,452   ","13,882   "
"51","Virginia","1994","10","3,456,934   ","3,297,258   ","159,676   "
"53","Washington","1994","10","2,759,163   ","2,586,482   ","172,681   "
"54","West Virginia","1994","10","782,676   ","719,277   ","63,399   "
"55","Wisconsin","1994","10","2,846,366   ","2,726,460   ","119,906   "
"56","Wyoming","1994","10","252,614   ","240,808   ","11,806   "
"01","Alabama","1994","11","2,049,433   ","1,927,053   ","122,380   "
"02","Alaska","1994","11","303,456   ","281,141   ","22,315   "
"04","Arizona","1994","11","2,161,555   ","2,035,017   ","126,538   "
"05","Arkansas","1994","11","1,234,320   ","1,172,677   ","61,643   "
"06","California","1994","11","15,242,989   ","14,025,994   ","1,216,995   "
"08","Colorado","1994","11","2,086,652   ","2,008,132   ","78,520   "
"09","Connecticut","1994","11","1,751,243   ","1,652,752   ","98,491   "
"10","Delaware","1994","11","384,964   ","369,036   ","15,928   "
"11","District of Columbia","1994","11","307,625   ","283,516   ","24,109   "
"12","Florida","1994","11","7,018,794   ","6,606,438   ","412,356   "
"13","Georgia","1994","11","3,627,506   ","3,460,802   ","166,704   "
"15","Hawaii","1994","11","585,139   ","552,878   ","32,261   "
"16","Idaho","1994","11","593,055   ","560,435   ","32,620   "
"17","Illinois","1994","11","6,130,474   ","5,813,398   ","317,076   "
"18","Indiana","1994","11","3,119,559   ","2,978,109   ","141,450   "
"19","Iowa","1994","11","1,587,074   ","1,533,053   ","54,021   "
"20","Kansas","1994","11","1,351,697   ","1,285,734   ","65,963   "
"21","Kentucky","1994","11","1,844,201   ","1,748,410   ","95,791   "
"22","Louisiana","1994","11","1,961,217   ","1,813,959   ","147,258   "
"23","Maine","1994","11","623,034   ","582,069   ","40,965   "
"24","Maryland","1994","11","2,697,283   ","2,563,436   ","133,847   "
"25","Massachusetts","1994","11","3,218,021   ","3,033,524   ","184,497   "
"26","Michigan","1994","11","4,818,057   ","4,564,727   ","253,330   "
"27","Minnesota","1994","11","2,576,619   ","2,476,092   ","100,527   "
"28","Mississippi","1994","11","1,257,906   ","1,181,661   ","76,245   "
"29","Missouri","1994","11","2,837,376   ","2,698,750   ","138,626   "
"30","Montana","1994","11","438,154   ","414,723   ","23,431   "
"31","Nebraska","1994","11","893,536   ","870,315   ","23,221   "
"32","Nevada","1994","11","822,112   ","772,883   ","49,229   "
"33","New Hampshire","1994","11","627,698   ","600,831   ","26,867   "
"34","New Jersey","1994","11","4,093,423   ","3,828,101   ","265,322   "
"35","New Mexico","1994","11","790,943   ","740,310   ","50,633   "
"36","New York","1994","11","8,666,851   ","8,118,839   ","548,012   "
"37","North Carolina","1994","11","3,732,654   ","3,575,867   ","156,787   "
"38","North Dakota","1994","11","337,549   ","325,580   ","11,969   "
"39","Ohio","1994","11","5,548,433   ","5,289,968   ","258,465   "
"40","Oklahoma","1994","11","1,554,565   ","1,475,462   ","79,103   "
"41","Oregon","1994","11","1,657,967   ","1,577,490   ","80,477   "
"42","Pennsylvania","1994","11","5,895,948   ","5,546,278   ","349,670   "
"44","Rhode Island","1994","11","511,502   ","477,797   ","33,705   "
"45","South Carolina","1994","11","1,845,282   ","1,744,156   ","101,126   "
"46","South Dakota","1994","11","382,505   ","370,262   ","12,243   "
"47","Tennessee","1994","11","2,706,214   ","2,582,595   ","123,619   "
"48","Texas","1994","11","9,476,550   ","8,910,047   ","566,503   "
"49","Utah","1994","11","1,002,231   ","963,548   ","38,683   "
"50","Vermont","1994","11","316,798   ","303,114   ","13,684   "
"51","Virginia","1994","11","3,467,404   ","3,310,762   ","156,642   "
"53","Washington","1994","11","2,769,677   ","2,597,407   ","172,270   "
"54","West Virginia","1994","11","782,313   ","720,408   ","61,905   "
"55","Wisconsin","1994","11","2,851,171   ","2,735,480   ","115,691   "
"56","Wyoming","1994","11","253,198   ","241,430   ","11,768   "
"01","Alabama","1994","12","2,054,089   ","1,931,896   ","122,193   "
"02","Alaska","1994","12","303,324   ","281,127   ","22,197   "
"04","Arizona","1994","12","2,173,783   ","2,050,404   ","123,379   "
"05","Arkansas","1994","12","1,236,476   ","1,175,675   ","60,801   "
"06","California","1994","12","15,237,141   ","14,043,658   ","1,193,483   "
"08","Colorado","1994","12","2,094,281   ","2,016,502   ","77,779   "
"09","Connecticut","1994","12","1,749,922   ","1,651,893   ","98,029   "
"10","Delaware","1994","12","385,148   ","369,581   ","15,567   "
"11","District of Columbia","1994","12","306,295   ","281,859   ","24,436   "
"12","Florida","1994","12","7,027,968   ","6,627,758   ","400,210   "
"13","Georgia","1994","12","3,634,283   ","3,471,944   ","162,339   "
"15","Hawaii","1994","12","585,140   ","553,303   ","31,837   "
"16","Idaho","1994","12","594,287   ","561,767   ","32,520   "
"17","Illinois","1994","12","6,138,463   ","5,830,245   ","308,218   "
"18","Indiana","1994","12","3,128,865   ","2,990,586   ","138,279   "
"19","Iowa","1994","12","1,587,132   ","1,533,580   ","53,552   "
"20","Kansas","1994","12","1,352,848   ","1,287,483   ","65,365   "
"21","Kentucky","1994","12","1,847,324   ","1,752,462   ","94,862   "
"22","Louisiana","1994","12","1,963,029   ","1,817,679   ","145,350   "
"23","Maine","1994","12","624,722   ","584,566   ","40,156   "
"24","Maryland","1994","12","2,700,413   ","2,568,296   ","132,117   "
"25","Massachusetts","1994","12","3,219,418   ","3,037,759   ","181,659   "
"26","Michigan","1994","12","4,815,589   ","4,566,881   ","248,708   "
"27","Minnesota","1994","12","2,581,596   ","2,482,075   ","99,521   "
"28","Mississippi","1994","12","1,257,824   ","1,182,349   ","75,475   "
"29","Missouri","1994","12","2,849,956   ","2,711,449   ","138,507   "
"30","Montana","1994","12","439,015   ","415,177   ","23,838   "
"31","Nebraska","1994","12","894,987   ","872,021   ","22,966   "
"32","Nevada","1994","12","824,048   ","775,225   ","48,823   "
"33","New Hampshire","1994","12","628,089   ","601,613   ","26,476   "
"34","New Jersey","1994","12","4,098,206   ","3,836,875   ","261,331   "
"35","New Mexico","1994","12","792,946   ","742,483   ","50,463   "
"36","New York","1994","12","8,669,405   ","8,130,782   ","538,623   "
"37","North Carolina","1994","12","3,738,175   ","3,585,889   ","152,286   "
"38","North Dakota","1994","12","337,179   ","325,343   ","11,836   "
"39","Ohio","1994","12","5,549,831   ","5,302,904   ","246,927   "
"40","Oklahoma","1994","12","1,555,729   ","1,478,876   ","76,853   "
"41","Oregon","1994","12","1,658,830   ","1,579,878   ","78,952   "
"42","Pennsylvania","1994","12","5,896,696   ","5,552,956   ","343,740   "
"44","Rhode Island","1994","12","511,776   ","478,153   ","33,623   "
"45","South Carolina","1994","12","1,845,273   ","1,747,655   ","97,618   "
"46","South Dakota","1994","12","383,371   ","371,355   ","12,016   "
"47","Tennessee","1994","12","2,713,893   ","2,591,156   ","122,737   "
"48","Texas","1994","12","9,492,061   ","8,935,454   ","556,607   "
"49","Utah","1994","12","1,003,593   ","965,292   ","38,301   "
"50","Vermont","1994","12","317,319   ","303,810   ","13,509   "
"51","Virginia","1994","12","3,474,822   ","3,321,048   ","153,774   "
"53","Washington","1994","12","2,779,358   ","2,607,115   ","172,243   "
"54","West Virginia","1994","12","781,841   ","721,215   ","60,626   "
"55","Wisconsin","1994","12","2,855,608   ","2,743,629   ","111,979   "
"56","Wyoming","1994","12","253,755   ","241,961   ","11,794   "
"01","Alabama","1995","01","2,057,652   ","1,935,169   ","122,483   "
"02","Alaska","1995","01","303,073   ","281,032   ","22,041   "
"04","Arizona","1995","01","2,185,082   ","2,064,110   ","120,972   "
"05","Arkansas","1995","01","1,237,573   ","1,177,459   ","60,114   "
"06","California","1995","01","15,228,773   ","14,049,009   ","1,179,764   "
"08","Colorado","1995","01","2,099,899   ","2,022,022   ","77,877   "
"09","Connecticut","1995","01","1,747,822   ","1,650,118   ","97,704   "
"10","Delaware","1995","01","385,415   ","370,020   ","15,395   "
"11","District of Columbia","1995","01","304,974   ","280,064   ","24,910   "
"12","Florida","1995","01","7,030,505   ","6,640,570   ","389,935   "
"13","Georgia","1995","01","3,640,453   ","3,479,692   ","160,761   "
"15","Hawaii","1995","01","585,249   ","553,561   ","31,688   "
"16","Idaho","1995","01","595,476   ","563,155   ","32,321   "
"17","Illinois","1995","01","6,147,030   ","5,842,877   ","304,153   "
"18","Indiana","1995","01","3,135,383   ","2,997,531   ","137,852   "
"19","Iowa","1995","01","1,586,432   ","1,533,113   ","53,319   "
"20","Kansas","1995","01","1,353,240   ","1,288,674   ","64,566   "
"21","Kentucky","1995","01","1,849,725   ","1,755,082   ","94,643   "
"22","Louisiana","1995","01","1,963,446   ","1,819,482   ","143,964   "
"23","Maine","1995","01","626,577   ","587,090   ","39,487   "
"24","Maryland","1995","01","2,702,822   ","2,571,579   ","131,243   "
"25","Massachusetts","1995","01","3,218,615   ","3,039,715   ","178,900   "
"26","Michigan","1995","01","4,813,413   ","4,564,838   ","248,575   "
"27","Minnesota","1995","01","2,585,994   ","2,487,331   ","98,663   "
"28","Mississippi","1995","01","1,257,237   ","1,182,451   ","74,786   "
"29","Missouri","1995","01","2,857,777   ","2,719,304   ","138,473   "
"30","Montana","1995","01","439,659   ","415,464   ","24,195   "
"31","Nebraska","1995","01","896,167   ","873,387   ","22,780   "
"32","Nevada","1995","01","826,043   ","777,694   ","48,349   "
"33","New Hampshire","1995","01","628,594   ","602,393   ","26,201   "
"34","New Jersey","1995","01","4,101,828   ","3,843,110   ","258,718   "
"35","New Mexico","1995","01","794,477   ","744,180   ","50,297   "
"36","New York","1995","01","8,668,788   ","8,134,523   ","534,265   "
"37","North Carolina","1995","01","3,740,248   ","3,590,658   ","149,590   "
"38","North Dakota","1995","01","336,945   ","325,287   ","11,658   "
"39","Ohio","1995","01","5,551,915   ","5,310,778   ","241,137   "
"40","Oklahoma","1995","01","1,555,693   ","1,480,945   ","74,748   "
"41","Oregon","1995","01","1,659,955   ","1,581,769   ","78,186   "
"42","Pennsylvania","1995","01","5,896,844   ","5,556,847   ","339,997   "
"44","Rhode Island","1995","01","512,098   ","478,441   ","33,657   "
"45","South Carolina","1995","01","1,845,119   ","1,750,536   ","94,583   "
"46","South Dakota","1995","01","384,168   ","372,375   ","11,793   "
"47","Tennessee","1995","01","2,719,116   ","2,595,079   ","124,037   "
"48","Texas","1995","01","9,504,877   ","8,952,868   ","552,009   "
