"FIPS","State","Year","Month","Employable Population","Employed","Unemployed"
"32","Nevada","1977","09","353,852   ","332,987   ","20,865   "
"33","New Hampshire","1977","09","422,231   ","401,355   ","20,876   "
"34","New Jersey","1977","09","3,388,938   ","3,091,686   ","297,252   "
"35","New Mexico","1977","09","519,278   ","482,503   ","36,775   "
"36","New York","1977","09","7,754,068   ","7,076,707   ","677,361   "
"37","North Carolina","1977","09","2,722,700   ","2,563,719   ","158,981   "
"38","North Dakota","1977","09","288,953   ","275,525   ","13,428   "
"39","Ohio","1977","09","4,854,501   ","4,559,945   ","294,556   "
"40","Oklahoma","1977","09","1,244,868   ","1,187,690   ","57,178   "
"41","Oregon","1977","09","1,169,060   ","1,091,817   ","77,243   "
"42","Pennsylvania","1977","09","5,219,316   ","4,826,594   ","392,722   "
"44","Rhode Island","1977","09","448,522   ","413,738   ","34,784   "
"45","South Carolina","1977","09","1,332,985   ","1,244,768   ","88,217   "
"46","South Dakota","1977","09","319,316   ","309,357   ","9,959   "
"47","Tennessee","1977","09","1,949,005   ","1,831,937   ","117,068   "
"48","Texas","1977","09","5,997,396   ","5,683,524   ","313,872   "
"49","Utah","1977","09","547,901   ","520,646   ","27,255   "
"50","Vermont","1977","09","231,631   ","216,366   ","15,265   "
"51","Virginia","1977","09","2,421,483   ","2,293,372   ","128,111   "
"53","Washington","1977","09","1,707,577   ","1,570,731   ","136,846   "
"54","West Virginia","1977","09","715,105   ","666,054   ","49,051   "
"55","Wisconsin","1977","09","2,195,282   ","2,085,514   ","109,768   "
"56","Wyoming","1977","09","198,168   ","191,935   ","6,233   "
"01","Alabama","1977","10","1,581,808   ","1,474,532   ","107,276   "
"02","Alaska","1977","10","175,463   ","157,392   ","18,071   "
"04","Arizona","1977","10","1,056,648   ","976,316   ","80,332   "
"05","Arkansas","1977","10","941,048   ","880,979   ","60,069   "
"06","California","1977","10","10,538,290   ","9,715,329   ","822,961   "
"08","Colorado","1977","10","1,303,489   ","1,223,548   ","79,941   "
"09","Connecticut","1977","10","1,495,216   ","1,399,225   ","95,991   "
"10","Delaware","1977","10","273,253   ","252,250   ","21,003   "
"11","District of Columbia","1977","10","330,318   ","300,394   ","29,924   "
"12","Florida","1977","10","3,794,285   ","3,510,739   ","283,546   "
"13","Georgia","1977","10","2,348,607   ","2,199,685   ","148,922   "
"15","Hawaii","1977","10","417,914   ","385,453   ","32,461   "
"16","Idaho","1977","10","406,300   ","383,195   ","23,105   "
"17","Illinois","1977","10","5,342,744   ","5,001,735   ","341,009   "
"18","Indiana","1977","10","2,518,128   ","2,371,529   ","146,599   "
"19","Iowa","1977","10","1,398,688   ","1,344,650   ","54,038   "
"20","Kansas","1977","10","1,113,460   ","1,072,433   ","41,027   "
"21","Kentucky","1977","10","1,549,235   ","1,474,816   ","74,419   "
"22","Louisiana","1977","10","1,630,797   ","1,510,705   ","120,092   "
"23","Maine","1977","10","477,895   ","441,269   ","36,626   "
"24","Maryland","1977","10","1,992,736   ","1,871,736   ","121,000   "
"25","Massachusetts","1977","10","2,777,470   ","2,576,525   ","200,945   "
"26","Michigan","1977","10","4,155,637   ","3,827,163   ","328,474   "
"27","Minnesota","1977","10","1,927,399   ","1,834,724   ","92,675   "
"28","Mississippi","1977","10","1,003,796   ","930,006   ","73,790   "
"29","Missouri","1977","10","2,246,311   ","2,116,560   ","129,751   "
"30","Montana","1977","10","354,692   ","331,708   ","22,984   "
"31","Nebraska","1977","10","747,329   ","719,893   ","27,436   "
"32","Nevada","1977","10","355,912   ","335,996   ","19,916   "
"33","New Hampshire","1977","10","423,613   ","403,292   ","20,321   "
"34","New Jersey","1977","10","3,393,355   ","3,103,291   ","290,064   "
"35","New Mexico","1977","10","520,860   ","485,353   ","35,507   "
"36","New York","1977","10","7,765,621   ","7,095,195   ","670,426   "
"37","North Carolina","1977","10","2,732,306   ","2,576,642   ","155,664   "
"38","North Dakota","1977","10","289,681   ","276,263   ","13,418   "
"39","Ohio","1977","10","4,861,673   ","4,571,153   ","290,520   "
"40","Oklahoma","1977","10","1,248,301   ","1,193,105   ","55,196   "
"41","Oregon","1977","10","1,173,870   ","1,099,242   ","74,628   "
"42","Pennsylvania","1977","10","5,226,762   ","4,836,794   ","389,968   "
"44","Rhode Island","1977","10","448,872   ","414,592   ","34,280   "
"45","South Carolina","1977","10","1,335,057   ","1,248,001   ","87,056   "
"46","South Dakota","1977","10","319,776   ","309,887   ","9,889   "
"47","Tennessee","1977","10","1,953,081   ","1,836,577   ","116,504   "
"48","Texas","1977","10","6,024,246   ","5,708,323   ","315,923   "
"49","Utah","1977","10","549,012   ","522,505   ","26,507   "
"50","Vermont","1977","10","233,004   ","217,819   ","15,185   "
"51","Virginia","1977","10","2,430,715   ","2,301,538   ","129,177   "
"53","Washington","1977","10","1,717,441   ","1,584,844   ","132,597   "
"54","West Virginia","1977","10","715,586   ","666,463   ","49,123   "
"55","Wisconsin","1977","10","2,200,533   ","2,090,325   ","110,208   "
"56","Wyoming","1977","10","199,389   ","193,189   ","6,200   "
"01","Alabama","1977","11","1,584,502   ","1,478,914   ","105,588   "
"02","Alaska","1977","11","177,024   ","158,467   ","18,557   "
"04","Arizona","1977","11","1,057,172   ","979,701   ","77,471   "
"05","Arkansas","1977","11","941,896   ","882,194   ","59,702   "
"06","California","1977","11","10,583,084   ","9,768,620   ","814,464   "
"08","Colorado","1977","11","1,308,177   ","1,228,044   ","80,133   "
"09","Connecticut","1977","11","1,496,758   ","1,403,810   ","92,948   "
"10","Delaware","1977","11","273,331   ","252,509   ","20,822   "
"11","District of Columbia","1977","11","331,474   ","301,952   ","29,522   "
"12","Florida","1977","11","3,820,042   ","3,540,489   ","279,553   "
"13","Georgia","1977","11","2,354,406   ","2,209,512   ","144,894   "
"15","Hawaii","1977","11","418,156   ","385,517   ","32,639   "
"16","Idaho","1977","11","407,826   ","385,228   ","22,598   "
"17","Illinois","1977","11","5,357,147   ","5,016,340   ","340,807   "
"18","Indiana","1977","11","2,526,710   ","2,380,288   ","146,422   "
"19","Iowa","1977","11","1,402,641   ","1,348,827   ","53,814   "
"20","Kansas","1977","11","1,115,766   ","1,075,529   ","40,237   "
"21","Kentucky","1977","11","1,554,290   ","1,478,198   ","76,092   "
"22","Louisiana","1977","11","1,639,295   ","1,515,864   ","123,431   "
"23","Maine","1977","11","477,591   ","442,074   ","35,517   "
"24","Maryland","1977","11","1,999,582   ","1,879,255   ","120,327   "
"25","Massachusetts","1977","11","2,781,371   ","2,585,669   ","195,702   "
"26","Michigan","1977","11","4,162,597   ","3,841,830   ","320,767   "
"27","Minnesota","1977","11","1,930,534   ","1,841,465   ","89,069   "
"28","Mississippi","1977","11","1,005,785   ","932,558   ","73,227   "
"29","Missouri","1977","11","2,250,156   ","2,122,347   ","127,809   "
"30","Montana","1977","11","356,040   ","332,836   ","23,204   "
"31","Nebraska","1977","11","748,742   ","720,739   ","28,003   "
"32","Nevada","1977","11","358,119   ","339,089   ","19,030   "
"33","New Hampshire","1977","11","424,720   ","404,925   ","19,795   "
"34","New Jersey","1977","11","3,396,976   ","3,115,597   ","281,379   "
"35","New Mexico","1977","11","522,370   ","488,196   ","34,174   "
"36","New York","1977","11","7,775,641   ","7,113,136   ","662,505   "
"37","North Carolina","1977","11","2,739,273   ","2,588,972   ","150,301   "
"38","North Dakota","1977","11","290,272   ","276,955   ","13,317   "
"39","Ohio","1977","11","4,865,487   ","4,579,684   ","285,803   "
"40","Oklahoma","1977","11","1,251,496   ","1,197,443   ","54,053   "
"41","Oregon","1977","11","1,178,391   ","1,106,421   ","71,970   "
"42","Pennsylvania","1977","11","5,231,939   ","4,845,281   ","386,658   "
"44","Rhode Island","1977","11","448,708   ","414,973   ","33,735   "
"45","South Carolina","1977","11","1,336,592   ","1,251,458   ","85,134   "
"46","South Dakota","1977","11","320,196   ","310,404   ","9,792   "
"47","Tennessee","1977","11","1,956,691   ","1,840,866   ","115,825   "
"48","Texas","1977","11","6,049,565   ","5,733,214   ","316,351   "
"49","Utah","1977","11","550,082   ","524,376   ","25,706   "
"50","Vermont","1977","11","234,147   ","219,097   ","15,050   "
"51","Virginia","1977","11","2,439,240   ","2,309,004   ","130,236   "
"53","Washington","1977","11","1,727,944   ","1,599,649   ","128,295   "
"54","West Virginia","1977","11","714,873   ","665,663   ","49,210   "
"55","Wisconsin","1977","11","2,206,291   ","2,096,149   ","110,142   "
"56","Wyoming","1977","11","200,623   ","194,454   ","6,169   "
"01","Alabama","1977","12","1,587,522   ","1,483,160   ","104,362   "
"02","Alaska","1977","12","178,444   ","159,413   ","19,031   "
"04","Arizona","1977","12","1,057,127   ","982,527   ","74,600   "
"05","Arkansas","1977","12","941,918   ","882,812   ","59,106   "
"06","California","1977","12","10,628,014   ","9,818,542   ","809,472   "
"08","Colorado","1977","12","1,312,573   ","1,232,406   ","80,167   "
"09","Connecticut","1977","12","1,497,015   ","1,407,483   ","89,532   "
"10","Delaware","1977","12","273,516   ","252,763   ","20,753   "
"11","District of Columbia","1977","12","332,612   ","303,460   ","29,152   "
"12","Florida","1977","12","3,843,092   ","3,567,090   ","276,002   "
"13","Georgia","1977","12","2,359,447   ","2,218,965   ","140,482   "
"15","Hawaii","1977","12","418,076   ","385,623   ","32,453   "
"16","Idaho","1977","12","408,987   ","386,938   ","22,049   "
"17","Illinois","1977","12","5,369,423   ","5,028,504   ","340,919   "
"18","Indiana","1977","12","2,535,021   ","2,388,471   ","146,550   "
"19","Iowa","1977","12","1,405,810   ","1,351,786   ","54,024   "
"20","Kansas","1977","12","1,118,355   ","1,078,759   ","39,596   "
"21","Kentucky","1977","12","1,558,938   ","1,481,279   ","77,659   "
"22","Louisiana","1977","12","1,646,915   ","1,521,158   ","125,757   "
"23","Maine","1977","12","477,461   ","443,078   ","34,383   "
"24","Maryland","1977","12","2,005,149   ","1,886,348   ","118,801   "
"25","Massachusetts","1977","12","2,785,021   ","2,594,434   ","190,587   "
"26","Michigan","1977","12","4,166,367   ","3,854,673   ","311,694   "
"27","Minnesota","1977","12","1,934,423   ","1,848,898   ","85,525   "
"28","Mississippi","1977","12","1,006,946   ","934,220   ","72,726   "
"29","Missouri","1977","12","2,253,009   ","2,126,018   ","126,991   "
"30","Montana","1977","12","357,504   ","334,176   ","23,328   "
"31","Nebraska","1977","12","749,986   ","721,571   ","28,415   "
"32","Nevada","1977","12","360,339   ","342,115   ","18,224   "
"33","New Hampshire","1977","12","425,610   ","406,345   ","19,265   "
"34","New Jersey","1977","12","3,399,539   ","3,127,266   ","272,273   "
"35","New Mexico","1977","12","524,007   ","491,018   ","32,989   "
"36","New York","1977","12","7,782,581   ","7,128,771   ","653,810   "
"37","North Carolina","1977","12","2,743,373   ","2,599,533   ","143,840   "
"38","North Dakota","1977","12","290,685   ","277,547   ","13,138   "
"39","Ohio","1977","12","4,868,084   ","4,586,443   ","281,641   "
"40","Oklahoma","1977","12","1,254,366   ","1,200,763   ","53,603   "
"41","Oregon","1977","12","1,182,769   ","1,113,201   ","69,568   "
"42","Pennsylvania","1977","12","5,236,268   ","4,852,437   ","383,831   "
"44","Rhode Island","1977","12","448,294   ","415,159   ","33,135   "
"45","South Carolina","1977","12","1,337,785   ","1,255,000   ","82,785   "
"46","South Dakota","1977","12","320,661   ","311,005   ","9,656   "
"47","Tennessee","1977","12","1,959,373   ","1,844,131   ","115,242   "
"48","Texas","1977","12","6,071,388   ","5,756,351   ","315,037   "
"49","Utah","1977","12","551,280   ","526,306   ","24,974   "
"50","Vermont","1977","12","235,042   ","220,224   ","14,818   "
"51","Virginia","1977","12","2,446,652   ","2,315,403   ","131,249   "
"53","Washington","1977","12","1,738,785   ","1,614,224   ","124,561   "
"54","West Virginia","1977","12","714,042   ","664,976   ","49,066   "
"55","Wisconsin","1977","12","2,212,366   ","2,102,438   ","109,928   "
"56","Wyoming","1977","12","201,868   ","195,768   ","6,100   "
"01","Alabama","1978","01","1,590,947   ","1,487,808   ","103,139   "
"02","Alaska","1978","01","179,578   ","160,129   ","19,449   "
"04","Arizona","1978","01","1,057,365   ","985,501   ","71,864   "
"05","Arkansas","1978","01","941,811   ","883,454   ","58,357   "
"06","California","1978","01","10,674,473   ","9,867,392   ","807,081   "
"08","Colorado","1978","01","1,316,933   ","1,237,025   ","79,908   "
"09","Connecticut","1978","01","1,496,835   ","1,410,761   ","86,074   "
"10","Delaware","1978","01","273,820   ","253,086   ","20,734   "
"11","District of Columbia","1978","01","333,505   ","304,642   ","28,863   "
"12","Florida","1978","01","3,863,066   ","3,590,894   ","272,172   "
"13","Georgia","1978","01","2,364,538   ","2,228,194   ","136,344   "
"15","Hawaii","1978","01","417,633   ","385,743   ","31,890   "
"16","Idaho","1978","01","410,091   ","388,522   ","21,569   "
"17","Illinois","1978","01","5,379,483   ","5,038,595   ","340,888   "
"18","Indiana","1978","01","2,542,724   ","2,396,136   ","146,588   "
"19","Iowa","1978","01","1,408,457   ","1,353,965   ","54,492   "
"20","Kansas","1978","01","1,121,333   ","1,082,411   ","38,922   "
"21","Kentucky","1978","01","1,563,156   ","1,484,469   ","78,687   "
"22","Louisiana","1978","01","1,653,280   ","1,526,600   ","126,680   "
"23","Maine","1978","01","477,478   ","444,224   ","33,254   "
"24","Maryland","1978","01","2,009,684   ","1,893,274   ","116,410   "
"25","Massachusetts","1978","01","2,788,534   ","2,602,710   ","185,824   "
"26","Michigan","1978","01","4,169,021   ","3,866,844   ","302,177   "
"27","Minnesota","1978","01","1,938,776   ","1,856,608   ","82,168   "
"28","Mississippi","1978","01","1,007,243   ","934,969   ","72,274   "
"29","Missouri","1978","01","2,254,557   ","2,128,489   ","126,068   "
"30","Montana","1978","01","359,023   ","335,744   ","23,279   "
"31","Nebraska","1978","01","750,931   ","722,516   ","28,415   "
"32","Nevada","1978","01","362,466   ","345,000   ","17,466   "
"33","New Hampshire","1978","01","426,472   ","407,775   ","18,697   "
"34","New Jersey","1978","01","3,402,187   ","3,138,336   ","263,851   "
"35","New Mexico","1978","01","525,877   ","493,756   ","32,121   "
"36","New York","1978","01","7,787,320   ","7,143,545   ","643,775   "
"37","North Carolina","1978","01","2,745,260   ","2,608,349   ","136,911   "
"38","North Dakota","1978","01","290,982   ","278,083   ","12,899   "
"39","Ohio","1978","01","4,872,244   ","4,594,565   ","277,679   "
"40","Oklahoma","1978","01","1,257,135   ","1,203,949   ","53,186   "
"41","Oregon","1978","01","1,187,112   ","1,119,458   ","67,654   "
"42","Pennsylvania","1978","01","5,241,875   ","4,860,708   ","381,167   "
"44","Rhode Island","1978","01","448,026   ","415,491   ","32,535   "
"45","South Carolina","1978","01","1,338,891   ","1,258,518   ","80,373   "
"46","South Dakota","1978","01","321,235   ","311,739   ","9,496   "
"47","Tennessee","1978","01","1,961,297   ","1,846,818   ","114,479   "
"48","Texas","1978","01","6,090,069   ","5,778,355   ","311,714   "
"49","Utah","1978","01","552,766   ","528,496   ","24,270   "
"50","Vermont","1978","01","235,759   ","221,265   ","14,494   "
"51","Virginia","1978","01","2,453,621   ","2,321,822   ","131,799   "
"53","Washington","1978","01","1,749,856   ","1,628,160   ","121,696   "
"54","West Virginia","1978","01","714,218   ","665,842   ","48,376   "
"55","Wisconsin","1978","01","2,218,507   ","2,109,032   ","109,475   "
"56","Wyoming","1978","01","203,117   ","197,111   ","6,006   "
"01","Alabama","1978","02","1,595,067   ","1,493,428   ","101,639   "
"02","Alaska","1978","02","180,374   ","160,622   ","19,752   "
"04","Arizona","1978","02","1,058,731   ","989,151   ","69,580   "
"05","Arkansas","1978","02","942,076   ","884,470   ","57,606   "
"06","California","1978","02","10,723,892   ","9,917,174   ","806,718   "
"08","Colorado","1978","02","1,321,494   ","1,242,209   ","79,285   "
"09","Connecticut","1978","02","1,497,192   ","1,414,299   ","82,893   "
"10","Delaware","1978","02","274,287   ","253,556   ","20,731   "
"11","District of Columbia","1978","02","334,109   ","305,435   ","28,674   "
"12","Florida","1978","02","3,881,476   ","3,612,889   ","268,587   "
"13","Georgia","1978","02","2,370,815   ","2,237,483   ","133,332   "
"15","Hawaii","1978","02","417,004   ","385,889   ","31,115   "
"16","Idaho","1978","02","411,338   ","390,114   ","21,224   "
"17","Illinois","1978","02","5,388,092   ","5,048,100   ","339,992   "
"18","Indiana","1978","02","2,550,283   ","2,403,936   ","146,347   "
"19","Iowa","1978","02","1,411,123   ","1,356,132   ","54,991   "
"20","Kansas","1978","02","1,124,660   ","1,086,600   ","38,060   "
"21","Kentucky","1978","02","1,567,269   ","1,488,114   ","79,155   "
"22","Louisiana","1978","02","1,658,304   ","1,532,120   ","126,184   "
"23","Maine","1978","02","477,685   ","445,567   ","32,118   "
"24","Maryland","1978","02","2,014,163   ","1,900,364   ","113,799   "
"25","Massachusetts","1978","02","2,792,371   ","2,610,452   ","181,919   "
"26","Michigan","1978","02","4,172,557   ","3,878,842   ","293,715   "
"27","Minnesota","1978","02","1,943,417   ","1,864,157   ","79,260   "
"28","Mississippi","1978","02","1,007,029   ","935,051   ","71,978   "
"29","Missouri","1978","02","2,255,062   ","2,130,805   ","124,257   "
"30","Montana","1978","02","360,665   ","337,629   ","23,036   "
"31","Nebraska","1978","02","751,583   ","723,694   ","27,889   "
"32","Nevada","1978","02","364,501   ","347,724   ","16,777   "
"33","New Hampshire","1978","02","427,551   ","409,400   ","18,151   "
"34","New Jersey","1978","02","3,406,882   ","3,149,507   ","257,375   "
"35","New Mexico","1978","02","527,948   ","496,405   ","31,543   "
"36","New York","1978","02","7,792,592   ","7,158,808   ","633,784   "
"37","North Carolina","1978","02","2,746,283   ","2,615,780   ","130,503   "
"38","North Dakota","1978","02","291,302   ","278,660   ","12,642   "
"39","Ohio","1978","02","4,880,654   ","4,606,576   ","274,078   "
"40","Oklahoma","1978","02","1,260,126   ","1,207,768   ","52,358   "
"41","Oregon","1978","02","1,191,685   ","1,125,101   ","66,584   "
"42","Pennsylvania","1978","02","5,250,607   ","4,872,529   ","378,078   "
"44","Rhode Island","1978","02","448,111   ","416,217   ","31,894   "
"45","South Carolina","1978","02","1,340,562   ","1,261,946   ","78,616   "
"46","South Dakota","1978","02","321,957   ","312,572   ","9,385   "
"47","Tennessee","1978","02","1,962,968   ","1,849,379   ","113,589   "
"48","Texas","1978","02","6,107,801   ","5,800,680   ","307,121   "
"49","Utah","1978","02","554,691   ","531,154   ","23,537   "
"50","Vermont","1978","02","236,439   ","222,299   ","14,140   "
"51","Virginia","1978","02","2,461,035   ","2,329,311   ","131,724   "
"53","Washington","1978","02","1,761,323   ","1,641,513   ","119,810   "
"54","West Virginia","1978","02","716,197   ","669,191   ","47,006   "
"55","Wisconsin","1978","02","2,224,854   ","2,115,963   ","108,891   "
"56","Wyoming","1978","02","204,360   ","198,430   ","5,930   "
"01","Alabama","1978","03","1,600,048   ","1,500,232   ","99,816   "
"02","Alaska","1978","03","180,898   ","161,004   ","19,894   "
"04","Arizona","1978","03","1,061,661   ","993,785   ","67,876   "
"05","Arkansas","1978","03","942,987   ","885,955   ","57,032   "
"06","California","1978","03","10,775,522   ","9,967,957   ","807,565   "
"08","Colorado","1978","03","1,326,486   ","1,248,085   ","78,401   "
"09","Connecticut","1978","03","1,498,791   ","1,418,461   ","80,330   "
"10","Delaware","1978","03","274,961   ","254,207   ","20,754   "
"11","District of Columbia","1978","03","334,534   ","305,968   ","28,566   "
"12","Florida","1978","03","3,899,834   ","3,633,608   ","266,226   "
"13","Georgia","1978","03","2,379,319   ","2,246,911   ","132,408   "
"15","Hawaii","1978","03","416,525   ","386,105   ","30,420   "
"16","Idaho","1978","03","412,777   ","391,706   ","21,071   "
"17","Illinois","1978","03","5,396,456   ","5,058,245   ","338,211   "
"18","Indiana","1978","03","2,558,808   ","2,413,013   ","145,795   "
"19","Iowa","1978","03","1,414,044   ","1,358,924   ","55,120   "
"20","Kansas","1978","03","1,128,169   ","1,091,121   ","37,048   "
"21","Kentucky","1978","03","1,571,756   ","1,492,471   ","79,285   "
"22","Louisiana","1978","03","1,662,127   ","1,537,683   ","124,444   "
"23","Maine","1978","03","478,247   ","447,139   ","31,108   "
"24","Maryland","1978","03","2,019,750   ","1,907,834   ","111,916   "
"25","Massachusetts","1978","03","2,796,729   ","2,617,592   ","179,137   "
"26","Michigan","1978","03","4,178,021   ","3,889,834   ","288,187   "
"27","Minnesota","1978","03","1,948,388   ","1,871,366   ","77,022   "
"28","Mississippi","1978","03","1,006,864   ","934,899   ","71,965   "
"29","Missouri","1978","03","2,254,714   ","2,133,235   ","121,479   "
"30","Montana","1978","03","362,440   ","339,795   ","22,645   "
"31","Nebraska","1978","03","752,126   ","725,193   ","26,933   "
"32","Nevada","1978","03","366,570   ","350,362   ","16,208   "
"33","New Hampshire","1978","03","428,989   ","411,296   ","17,693   "
"34","New Jersey","1978","03","3,415,348   ","3,161,677   ","253,671   "
"35","New Mexico","1978","03","530,197   ","499,017   ","31,180   "
"36","New York","1978","03","7,799,865   ","7,174,491   ","625,374   "
"37","North Carolina","1978","03","2,747,853   ","2,622,037   ","125,816   "
"38","North Dakota","1978","03","291,766   ","279,353   ","12,413   "
"39","Ohio","1978","03","4,894,484   ","4,623,072   ","271,412   "
"40","Oklahoma","1978","03","1,263,211   ","1,212,331   ","50,880   "
"41","Oregon","1978","03","1,196,702   ","1,130,219   ","66,483   "
"42","Pennsylvania","1978","03","5,263,325   ","4,888,960   ","374,365   "
"44","Rhode Island","1978","03","448,542   ","417,384   ","31,158   "
"45","South Carolina","1978","03","1,343,444   ","1,265,318   ","78,126   "
"46","South Dakota","1978","03","322,955   ","313,520   ","9,435   "
"47","Tennessee","1978","03","1,964,415   ","1,851,604   ","112,811   "
"48","Texas","1978","03","6,126,483   ","5,824,121   ","302,362   "
"49","Utah","1978","03","557,046   ","534,303   ","22,743   "
"50","Vermont","1978","03","237,206   ","223,373   ","13,833   "
"51","Virginia","1978","03","2,469,578   ","2,338,188   ","131,390   "
"53","Washington","1978","03","1,773,519   ","1,654,481   ","119,038   "
"54","West Virginia","1978","03","720,253   ","675,086   ","45,167   "
"55","Wisconsin","1978","03","2,231,843   ","2,123,210   ","108,633   "
"56","Wyoming","1978","03","205,588   ","199,677   ","5,911   "
"01","Alabama","1978","04","1,606,042   ","1,507,853   ","98,189   "
"02","Alaska","1978","04","181,299   ","161,397   ","19,902   "
"04","Arizona","1978","04","1,065,846   ","999,458   ","66,388   "
"05","Arkansas","1978","04","944,733   ","887,947   ","56,786   "
"06","California","1978","04","10,825,872   ","10,018,792   ","807,080   "
"08","Colorado","1978","04","1,332,018   ","1,254,611   ","77,407   "
"09","Connecticut","1978","04","1,501,744   ","1,423,185   ","78,559   "
"10","Delaware","1978","04","275,831   ","255,033   ","20,798   "
"11","District of Columbia","1978","04","334,814   ","306,343   ","28,471   "
"12","Florida","1978","04","3,918,418   ","3,653,217   ","265,201   "
"13","Georgia","1978","04","2,390,084   ","2,256,267   ","133,817   "
"15","Hawaii","1978","04","416,500   ","386,454   ","30,046   "
"16","Idaho","1978","04","414,430   ","393,255   ","21,175   "
"17","Illinois","1978","04","5,404,670   ","5,069,425   ","335,245   "
"18","Indiana","1978","04","2,568,670   ","2,423,748   ","144,922   "
"19","Iowa","1978","04","1,417,052   ","1,362,382   ","54,670   "
"20","Kansas","1978","04","1,131,693   ","1,095,713   ","35,980   "
"21","Kentucky","1978","04","1,576,598   ","1,497,301   ","79,297   "
"22","Louisiana","1978","04","1,665,075   ","1,543,303   ","121,772   "
"23","Maine","1978","04","479,238   ","448,830   ","30,408   "
"24","Maryland","1978","04","2,026,691   ","1,915,585   ","111,106   "
"25","Massachusetts","1978","04","2,801,362   ","2,624,190   ","177,172   "
"26","Michigan","1978","04","4,185,118   ","3,899,214   ","285,904   "
"27","Minnesota","1978","04","1,953,791   ","1,878,366   ","75,425   "
"28","Mississippi","1978","04","1,007,265   ","935,147   ","72,118   "
"29","Missouri","1978","04","2,253,329   ","2,135,548   ","117,781   "
"30","Montana","1978","04","364,136   ","341,975   ","22,161   "
"31","Nebraska","1978","04","752,700   ","727,025   ","25,675   "
"32","Nevada","1978","04","368,767   ","352,956   ","15,811   "
"33","New Hampshire","1978","04","430,748   ","413,429   ","17,319   "
"34","New Jersey","1978","04","3,427,629   ","3,175,428   ","252,201   "
"35","New Mexico","1978","04","532,726   ","501,662   ","31,064   "
"36","New York","1978","04","7,808,695   ","7,189,887   ","618,808   "
"37","North Carolina","1978","04","2,750,671   ","2,627,794   ","122,877   "
"38","North Dakota","1978","04","292,396   ","280,150   ","12,246   "
"39","Ohio","1978","04","4,912,445   ","4,642,786   ","269,659   "
"40","Oklahoma","1978","04","1,265,777   ","1,217,206   ","48,571   "
"41","Oregon","1978","04","1,202,265   ","1,135,030   ","67,235   "
"42","Pennsylvania","1978","04","5,279,101   ","4,909,201   ","369,900   "
"44","Rhode Island","1978","04","449,337   ","418,916   ","30,421   "
"45","South Carolina","1978","04","1,347,196   ","1,268,527   ","78,669   "
"46","South Dakota","1978","04","324,220   ","314,567   ","9,653   "
"47","Tennessee","1978","04","1,965,731   ","1,853,193   ","112,538   "
"48","Texas","1978","04","6,146,584   ","5,848,514   ","298,070   "
"49","Utah","1978","04","559,635   ","537,711   ","21,924   "
"50","Vermont","1978","04","238,059   ","224,462   ","13,597   "
"51","Virginia","1978","04","2,479,234   ","2,347,895   ","131,339   "
"53","Washington","1978","04","1,786,073   ","1,666,651   ","119,422   "
"54","West Virginia","1978","04","726,028   ","682,574   ","43,454   "
"55","Wisconsin","1978","04","2,239,487   ","2,130,679   ","108,808   "
"56","Wyoming","1978","04","206,804   ","200,829   ","5,975   "
"01","Alabama","1978","05","1,613,055   ","1,515,549   ","97,506   "
"02","Alaska","1978","05","181,631   ","161,811   ","19,820   "
"04","Arizona","1978","05","1,070,968   ","1,005,984   ","64,984   "
"05","Arkansas","1978","05","947,258   ","890,315   ","56,943   "
"06","California","1978","05","10,871,987   ","10,068,727   ","803,260   "
"08","Colorado","1978","05","1,337,972   ","1,261,586   ","76,386   "
"09","Connecticut","1978","05","1,505,691   ","1,428,200   ","77,491   "
"10","Delaware","1978","05","276,817   ","255,989   ","20,828   "
"11","District of Columbia","1978","05","334,969   ","306,651   ","28,318   "
"12","Florida","1978","05","3,937,372   ","3,672,073   ","265,299   "
"13","Georgia","1978","05","2,401,928   ","2,265,234   ","136,694   "
"15","Hawaii","1978","05","416,994   ","386,991   ","30,003   "
"16","Idaho","1978","05","416,175   ","394,650   ","21,525   "
"17","Illinois","1978","05","5,413,243   ","5,082,006   ","331,237   "
"18","Indiana","1978","05","2,579,613   ","2,435,707   ","143,906   "
"19","Iowa","1978","05","1,419,846   ","1,366,002   ","53,844   "
"20","Kansas","1978","05","1,135,094   ","1,100,181   ","34,913   "
"21","Kentucky","1978","05","1,581,563   ","1,501,882   ","79,681   "
"22","Louisiana","1978","05","1,667,548   ","1,548,990   ","118,558   "
"23","Maine","1978","05","480,665   ","450,556   ","30,109   "
"24","Maryland","1978","05","2,034,586   ","1,923,421   ","111,165   "
"25","Massachusetts","1978","05","2,806,240   ","2,630,614   ","175,626   "
"26","Michigan","1978","05","4,193,157   ","3,907,083   ","286,074   "
"27","Minnesota","1978","05","1,959,830   ","1,885,393   ","74,437   "
"28","Mississippi","1978","05","1,008,595   ","936,358   ","72,237   "
"29","Missouri","1978","05","2,251,359   ","2,137,812   ","113,547   "
"30","Montana","1978","05","365,708   ","344,093   ","21,615   "
"31","Nebraska","1978","05","753,351   ","729,091   ","24,260   "
"32","Nevada","1978","05","371,102   ","355,461   ","15,641   "
"33","New Hampshire","1978","05","432,705   ","415,687   ","17,018   "
"34","New Jersey","1978","05","3,443,104   ","3,191,130   ","251,974   "
"35","New Mexico","1978","05","535,447   ","504,289   ","31,158   "
